YearID	TeamID	LeagueID	PlayerID	POS	Salary	yearID	teamID	lgID	G	AB	R	H	2B	3B	HR	RBI	SB	CS	BB	SO	IBB	HBP	SH	SF	GIDP	OBP	SLG	DumbC	DumbI
2001	CIN	NL	ochoaal01	OF	1600000	2000	CIN	NL	118	244	50	77	21	3	13	58	9	4	24	27	3	3	0	4	7	0.378	0.586	0	0
2003	HOU	NL	lugoju01	SS	1575000	2002	HOU	NL	88	322	45	84	15	1	8	35	9	3	28	74	3	2	4	2	6	0.318	0.388	0	1
2003	BAL	AL	hairsje02	2B	1550000	2002	BAL	AL	122	426	55	114	25	3	5	32	21	6	34	55	0	7	8	4	5	0.324	0.376	0	1
2004	CHN	NL	barremi01	C	1550000	2003	MON	NL	70	226	33	47	9	2	10	30	0	0	21	37	7	2	2	1	6	0.278	0.398	1	0
2002	CIN	NL	encarju01	OF	1550000	2001	DET	AL	120	417	52	101	19	7	12	52	9	5	25	93	1	6	5	4	9	0.289	0.408	0	0
2002	ARI	NL	counscr01	SS	1516667	2001	ARI	NL	141	458	76	126	22	3	4	38	6	8	61	76	3	2	6	6	9	0.355	0.362	0	1
2002	ATL	NL	blanche01	C	1512500	2001	MIL	NL	104	314	33	66	18	3	6	31	3	1	34	72	6	2	5	2	10	0.286	0.344	1	0
2004	SFN	NL	snowjt01	1B	1500000	2003	SFN	NL	103	330	48	90	18	3	8	51	1	2	55	55	0	8	1	2	7	0.386	0.418	0	0
2004	MIN	AL	rivaslu01	2B	1500000	2003	MIN	AL	135	475	69	123	16	9	8	43	17	7	30	65	0	5	8	3	20	0.303	0.381	0	1
2004	MON	NL	batisto01	3B	1500000	2003	BAL	AL	161	631	76	148	20	1	26	99	4	3	28	102	4	5	0	6	20	0.27	0.393	0	1
2002	CHN	NL	girarjo01	C	1500000	2001	CHN	NL	78	229	22	58	10	1	3	25	0	1	21	50	4	0	2	1	2	0.312	0.345	1	0
2001	ATL	NL	martida01	OF	1500000	2000	TOR	AL	47	180	29	56	10	1	2	22	4	2	24	28	0	1	0	1	3	0.393	0.411	0	0
2001	SEA	AL	javiest01	OF	1500000	2000	SEA	AL	105	342	61	94	18	5	5	40	4	3	42	64	2	0	4	4	7	0.347	0.401	0	0
2001	SFN	NL	daviser01	OF	1500000	2000	SLN	NL	92	254	38	77	14	0	6	40	1	1	36	60	0	1	0	2	7	0.389	0.429	0	0
2001	ANA	AL	hillgl01	OF	1500000	2000	CHN	NL	64	168	23	44	4	1	11	29	0	1	10	43	2	0	0	0	5	0.303	0.494	0	0
2001	ARI	NL	sandere02	OF	1500000	2000	ATL	NL	103	340	43	79	23	1	11	37	21	4	32	78	2	2	3	0	9	0.3	0.403	0	0
2001	SLN	NL	paquecr01	OF	1500000	2000	SLN	NL	134	384	47	94	24	2	15	61	4	3	27	83	1	2	1	6	5	0.293	0.435	0	0
2001	NYA	AL	rodrihe02	OF	1500000	2000	CHN	NL	76	259	37	65	15	1	18	51	1	2	22	76	2	3	0	3	4	0.314	0.525	0	0
2002	ATL	NL	martida01	OF	1500000	2001	ATL	NL	120	237	33	68	11	3	2	20	3	3	21	44	0	1	0	0	10	0.347	0.384	0	0
2002	SDN	NL	trammbu01	OF	1500000	2001	SDN	NL	142	490	66	128	20	3	25	92	2	2	48	78	2	4	0	4	10	0.33	0.467	0	0
2003	FLO	NL	hollato01	OF	1500000	2002	COL	NL	95	298	39	88	21	1	11	48	7	8	26	71	4	1	1	2	8	0.351	0.483	0	0
2003	SLN	NL	marreel01	OF	1500000	2002	SLN	NL	131	397	63	104	19	1	18	66	14	2	40	72	11	0	5	4	5	0.323	0.451	0	0
2004	SDN	NL	paytoja01	OF	1500000	2003	COL	NL	157	600	93	181	32	5	28	89	6	4	43	77	3	7	5	3	27	0.351	0.512	0	0
2004	SFN	NL	tuckemi01	OF	1500000	2003	KCA	AL	104	389	61	102	20	5	13	55	8	10	39	88	3	2	6	2	8	0.326	0.440	0	0
2003	NYA	AL	zeileto01	P	1500000	2002	COL	NL	144	506	61	138	23	0	18	87	1	1	66	92	3	1	0	7	27	0.353	0.425	0	0
2001	HOU	NL	vizcajo01	SS	1500000	2000	NYA	AL	73	174	23	48	8	1	0	10	5	7	12	28	0	0	3	2	3	0.314	0.333	0	1
2002	DET	AL	haltesh01	SS	1500000	2001	DET	AL	136	450	53	128	32	7	12	65	3	3	37	100	2	7	7	6	14	0.339	0.467	0	1
2003	HOU	NL	blumge01	SS	1500000	2002	HOU	NL	130	368	45	104	20	4	10	52	2	0	49	70	5	1	1	2	8	0.366	0.440	0	1
2003	MIL	NL	claytro01	SS	1500000	2002	CHA	AL	112	342	51	86	14	2	7	35	5	1	20	67	0	3	7	4	7	0.29	0.365	0	1
2003	SFN	NL	perezne01	SS	1500000	2002	KCA	AL	145	554	65	131	20	4	3	37	8	9	20	53	2	0	5	6	11	0.258	0.303	0	1
2004	TBA	AL	blumge01	SS	1500000	2003	HOU	NL	123	420	51	110	19	0	10	52	0	0	20	50	1	2	2	5	15	0.294	0.379	0	1
2004	DET	AL	munsoer01	3B	1487500	2003	DET	AL	99	313	28	75	9	0	18	50	3	0	35	61	1	1	1	7	4	0.311	0.441	0	1
2003	PIT	NL	simonra01	1B	1475000	2002	DET	AL	130	482	51	145	17	1	19	82	0	1	13	30	5	4	0	7	13	0.32	0.459	0	0
2003	ANA	AL	molinbe01	C	1425000	2002	ANA	AL	122	428	34	105	18	0	5	47	0	0	15	34	3	4	6	6	15	0.27	0.322	1	0
2002	MIN	AL	guzmacr01	SS	1425000	2001	MIN	AL	118	493	80	149	28	14	10	51	25	8	21	78	0	5	8	0	6	0.332	0.477	0	1
2004	SEA	AL	davisbe01	C	1400000	2003	SEA	AL	80	246	25	58	18	0	6	42	0	0	18	61	2	0	1	4	5	0.283	0.382	1	0
2002	BAL	AL	singlch01	OF	1400000	2001	CHA	AL	140	392	57	117	21	5	7	45	12	11	20	61	2	1	14	4	5	0.32	0.431	0	0
2002	SEA	AL	guillca01	SS	1400000	2001	SEA	AL	140	456	72	118	21	4	5	53	4	1	53	89	0	1	7	6	9	0.329	0.355	0	1
2001	MIL	NL	houstty01	C	1375000	2000	MIL	NL	101	284	30	71	15	0	18	43	2	1	17	72	3	0	4	0	13	0.289	0.493	1	0
2002	SFN	NL	shinjts01	OF	1350000	2001	NYN	NL	123	400	46	107	23	1	10	56	4	5	25	70	3	7	4	2	8	0.317	0.405	0	0
2003	LAN	NL	wardda01	OF	1350000	2002	HOU	NL	136	453	41	125	31	0	12	72	1	3	33	82	5	1	0	4	9	0.324	0.424	0	0
2001	SFN	NL	davisru01	3B	1300000	2000	SFN	NL	80	180	27	47	5	0	9	24	0	3	9	29	0	2	0	1	1	0.302	0.439	0	1
2001	HOU	NL	eusebto01	C	1300000	2000	HOU	NL	74	218	24	61	18	0	7	33	0	0	25	45	2	4	0	2	8	0.361	0.459	1	0
2003	ATL	NL	blanche01	C	1300000	2002	ATL	NL	81	221	17	45	9	1	6	22	0	2	20	51	5	1	2	5	5	0.265	0.335	1	0
2001	BOS	AL	stynech01	OF	1300000	2000	CIN	NL	119	380	71	127	24	1	12	40	5	2	32	54	2	2	3	3	5	0.383	0.497	0	0
2003	TEX	AL	perryhe01	OF	1300000	2002	TEX	AL	132	450	64	124	24	1	22	77	4	2	34	66	1	6	4	2	17	0.331	0.480	0	0
2003	NYN	NL	sanchre01	SS	1300000	2002	BOS	AL	107	357	46	102	12	3	1	38	2	2	17	31	1	2	5	5	9	0.313	0.345	0	1
2004	LAN	NL	coraal01	SS	1300000	2003	LAN	NL	148	477	39	119	24	3	4	34	4	2	16	59	3	10	9	2	5	0.282	0.338	0	1
2002	SEA	AL	relafde01	SS	1275000	2001	NYN	NL	120	301	43	91	27	0	8	36	13	5	27	65	1	5	2	5	4	0.362	0.472	0	1
2003	BOS	AL	ortizda01	1B	1250000	2002	MIN	AL	125	412	52	112	32	1	20	75	1	2	43	87	0	3	0	8	5	0.339	0.500	0	0
2004	MON	NL	johnsni01	1B	1250000	2003	NYA	AL	96	324	60	92	19	0	14	47	5	2	70	57	4	8	3	1	9	0.419	0.472	0	0
2001	ARI	NL	milleda02	C	1250000	2000	ARI	NL	100	324	43	89	24	0	10	44	2	2	36	74	4	1	1	2	6	0.346	0.441	1	0
2003	CIN	NL	larueja01	C	1250000	2002	CIN	NL	113	353	42	88	17	1	12	52	1	2	27	117	6	13	2	2	13	0.322	0.405	1	0
2001	FLO	NL	owenser01	OF	1250000	2000	SDN	NL	145	583	87	171	19	7	6	51	29	14	45	63	4	4	0	4	16	0.346	0.381	0	0
2002	CHN	NL	deshide01	OF	1250000	2001	BAL	AL	58	188	29	37	8	2	3	21	11	1	31	42	1	1	1	1	3	0.311	0.309	0	0
2002	SDN	NL	lampkto01	OF	1250000	2001	SEA	AL	79	204	28	46	10	0	5	22	1	0	18	41	1	7	1	1	4	0.307	0.348	0	0
2002	CHN	NL	stynech01	OF	1250000	2001	BOS	AL	96	361	52	101	19	2	8	33	4	5	20	56	0	3	1	1	12	0.321	0.410	0	0
2003	PHI	NL	burrepa01	OF	1250000	2002	PHI	NL	157	586	96	165	39	2	37	116	1	0	89	153	9	3	0	6	16	0.376	0.544	0	0
2004	COL	NL	burnije01	OF	1250000	2003	NYN	NL	65	234	38	64	18	0	18	45	1	4	21	55	6	4	0	0	4	0.344	0.581	0	0
2004	TEX	AL	jordabr01	OF	1250000	2003	LAN	NL	66	224	28	67	9	0	6	28	1	1	23	30	3	4	0	2	3	0.372	0.420	0	0
2001	LAN	NL	beltrad01	SS	1250000	2000	LAN	NL	138	510	71	148	30	2	20	85	12	5	56	80	2	2	3	4	13	0.358	0.475	0	1
2001	ANA	AL	glaustr01	SS	1250000	2000	ANA	AL	159	563	120	160	37	1	47	102	14	11	112	163	6	2	0	1	14	0.404	0.604	0	1
2003	SDN	NL	loretma01	SS	1250000	2002	MIL	NL	86	217	23	58	14	0	2	19	0	0	23	32	1	5	6	1	6	0.341	0.359	0	1
2004	PHI	NL	ledeeri01	OF	1225000	2003	PHI	NL	121	255	37	63	15	2	13	46	0	0	34	59	5	0	1	1	4	0.333	0.475	0	0
2004	LAN	NL	venturo01	3B	1200000	2003	NYA	AL	89	283	31	71	13	0	9	42	0	0	40	62	2	0	3	0	8	0.34	0.392	0	1
2003	HOU	NL	zaungr01	C	1200000	2002	HOU	NL	76	185	18	41	7	1	3	24	1	0	12	36	1	2	2	1	4	0.272	0.319	1	0
2003	HOU	NL	huntebr02	OF	1200000	2002	HOU	NL	98	201	32	54	16	3	3	20	5	0	16	39	0	2	1	0	3	0.327	0.423	0	0
2003	OAK	AL	singlch01	OF	1200000	2002	BAL	AL	136	466	67	122	30	6	9	50	20	2	21	83	0	4	6	5	8	0.293	0.410	0	0
2004	HOU	NL	vizcajo01	SS	1200000	2003	HOU	NL	91	189	14	47	7	3	3	26	0	1	8	22	3	1	4	1	5	0.276	0.365	0	1
2001	MIL	NL	jenkige01	OF	1187500	2000	MIL	NL	135	512	100	155	36	4	34	94	11	1	33	135	6	15	0	4	9	0.36	0.588	0	0
2001	KCA	AL	zaungr01	C	1150000	2000	KCA	AL	83	234	36	64	11	0	7	33	7	3	43	34	3	3	0	2	4	0.39	0.410	1	0
2002	MON	NL	barremi01	C	1150000	2001	MON	NL	132	472	42	118	33	2	6	38	2	1	25	54	2	2	4	3	14	0.287	0.367	1	0
2002	SFN	NL	dunstsh01	OF	1150000	2001	SFN	NL	88	186	26	52	10	3	9	25	3	1	2	32	0	2	2	1	2	0.29	0.511	0	0
2002	DET	AL	fickro01	OF	1150000	2001	DET	AL	124	401	62	109	21	2	19	61	0	3	39	62	3	4	0	4	10	0.339	0.476	0	0
2004	PIT	NL	mondera01	OF	1150000	2003	NYA	AL	98	361	56	93	23	3	16	49	17	7	38	66	6	2	0	2	6	0.33	0.471	0	0
2004	PIT	NL	wilsocr03	OF	1150000	2003	PIT	NL	116	309	49	81	15	4	18	48	3	1	35	89	4	13	0	1	6	0.36	0.511	0	0
2003	LAN	NL	coraal01	SS	1150000	2002	LAN	NL	115	258	37	75	14	4	5	28	7	2	26	38	4	7	2	0	3	0.369	0.434	0	1
2001	MIL	NL	sexsori01	1B	1125000	2000	CLE	AL	91	324	45	83	16	1	16	44	1	0	25	96	0	4	0	3	8	0.315	0.460	0	0
2001	ANA	AL	spiezsc01	OF	1125000	2000	ANA	AL	123	297	47	72	11	2	17	49	1	2	40	56	2	3	1	4	5	0.333	0.465	0	0
2004	CLE	AL	belliro01	2B	1100000	2003	COL	NL	116	447	73	124	31	2	8	50	7	2	49	71	0	2	6	1	7	0.347	0.409	0	1
2001	CHN	NL	coomero01	3B	1100000	2000	MIN	AL	140	544	64	147	29	1	16	82	2	0	36	50	2	4	0	5	25	0.317	0.415	0	1
2001	NYA	AL	olivejo01	C	1100000	2000	SEA	AL	69	200	33	53	13	1	10	35	2	1	14	38	1	0	5	0	6	0.306	0.490	1	0
2002	LAN	NL	kreutch01	C	1100000	2001	LAN	NL	73	191	21	41	11	1	6	17	0	0	41	52	2	1	0	1	5	0.355	0.377	1	0
2001	NYN	NL	harrile01	OF	1100000	2000	NYN	NL	76	138	22	42	6	3	3	13	8	1	17	17	1	0	2	0	4	0.376	0.457	0	0
2001	CHN	NL	buforda01	OF	1100000	2000	CHN	NL	150	495	64	124	18	3	15	48	4	6	47	118	3	8	4	2	9	0.322	0.390	0	0
2002	MIL	NL	harrile01	OF	1100000	2001	NYN	NL	110	135	12	30	5	1	0	9	3	2	8	9	0	0	0	0	3	0.266	0.274	0	0
2002	MIN	AL	hockide01	SS	1100000	2001	MIN	AL	112	327	34	82	16	2	3	25	6	1	29	67	1	2	4	1	7	0.311	0.339	0	1
2004	KCA	AL	graffto01	SS	1100000	2003	CHA	AL	90	250	51	65	15	3	7	23	8	0	24	37	1	3	3	1	1	0.327	0.428	0	1
2002	CLE	AL	diazei01	C	1087500	2001	CLE	AL	134	437	54	121	34	1	4	56	1	2	17	44	0	16	8	0	11	0.322	0.387	1	0
2002	OAK	AL	giambje01	OF	1065000	2001	OAK	AL	124	371	64	105	26	0	12	57	0	1	63	83	1	4	3	2	13	0.388	0.450	0	0
2003	OAK	AL	durazer01	OF	1065000	2002	ARI	NL	76	222	46	58	12	2	16	48	0	1	49	60	2	2	0	3	1	0.395	0.550	0	0
2001	COL	NL	walketo04	2B	1050000	2000	COL	NL	57	171	28	54	10	4	7	36	4	1	20	19	0	1	1	3	2	0.383	0.544	0	1
2001	BOS	AL	hattesc01	C	1050000	2000	BOS	AL	92	230	21	61	15	0	8	36	0	1	38	39	3	0	1	2	8	0.365	0.435	1	0
2003	FLO	NL	redmomi01	C	1050000	2002	FLO	NL	89	256	19	78	15	0	2	28	0	2	21	34	8	8	2	3	4	0.369	0.387	1	0
2002	HOU	NL	merceor01	OF	1050000	2001	HOU	NL	94	137	19	36	6	1	6	29	5	1	14	32	1	1	0	1	3	0.333	0.453	0	0
2002	CHA	AL	loftoke01	OF	1025000	2001	CLE	AL	133	517	91	135	21	4	14	66	16	8	47	69	1	2	5	5	8	0.319	0.398	0	0
2003	PIT	NL	loftoke01	OF	1025000	2002	CHA	AL	93	352	68	91	20	6	8	42	22	8	49	51	0	0	4	1	0	0.345	0.418	0	0
2001	CHA	AL	baineha01	1B	1000000	2000	BAL	AL	72	222	24	59	8	0	10	30	0	0	29	39	6	0	0	1	6	0.349	0.437	0	0
2003	ANA	AL	fullmbr01	1B	1000000	2002	ANA	AL	130	429	75	124	35	6	19	59	10	3	32	44	6	15	0	3	7	0.357	0.531	0	0
2004	TEX	AL	fullmbr01	1B	1000000	2003	ANA	AL	63	206	32	63	9	2	9	35	5	4	26	31	4	2	0	1	4	0.387	0.500	0	0
2004	ARI	NL	alomaro01	2B	1000000	2003	NYN	NL	73	263	34	69	17	1	2	22	6	0	29	40	2	2	4	4	8	0.331	0.357	0	1
2001	TOR	AL	fryeje01	3B	1000000	2000	BOS	AL	69	239	35	69	13	0	1	13	1	3	28	38	0	1	4	1	5	0.359	0.356	0	1
2003	PHI	NL	houstty01	3B	1000000	2002	MIL	NL	76	255	25	77	15	2	7	33	1	0	14	41	3	4	4	1	4	0.342	0.459	0	1
2004	ARI	NL	baergca01	3B	1000000	2003	ARI	NL	105	207	31	71	13	0	4	39	1	1	18	20	1	2	1	3	6	0.394	0.464	0	1
2004	NYN	NL	zeileto01	3B	1000000	2003	NYA	AL	66	186	29	39	8	0	6	23	0	0	24	36	0	0	0	4	3	0.294	0.349	0	1
2002	CIN	NL	stinnke01	C	1000000	2001	CIN	NL	63	187	27	48	11	0	9	25	2	2	17	61	3	5	1	1	5	0.332	0.460	1	0
2003	SEA	AL	davisbe01	C	1000000	2002	SEA	AL	80	228	24	59	10	1	7	43	1	1	18	58	1	2	1	4	6	0.312	0.404	1	0
2004	HOU	NL	ausmubr01	C	1000000	2003	HOU	NL	143	450	43	103	12	2	4	47	5	3	46	66	1	4	4	5	8	0.301	0.291	1	0
2001	CIN	NL	riverru01	OF	1000000	2000	SDN	NL	135	423	62	88	18	6	17	57	8	4	44	137	1	10	0	2	8	0.296	0.400	0	0
2001	FLO	NL	wilsopr01	OF	1000000	2000	FLO	NL	161	605	94	160	35	3	31	121	36	14	55	187	1	8	0	6	11	0.331	0.486	0	0
2002	HOU	NL	huntebr02	OF	1000000	2001	PHI	NL	83	145	22	40	6	0	2	16	14	3	16	25	0	0	3	2	3	0.337	0.359	0	0
2002	ANA	AL	palmeor01	OF	1000000	2001	ANA	AL	104	230	29	56	10	1	2	23	6	6	25	24	2	3	7	5	3	0.311	0.322	0	0
2002	OAK	AL	velarra01	OF	1000000	2001	TEX	AL	78	296	46	88	16	2	9	31	4	2	29	73	0	5	3	1	8	0.365	0.456	0	0
2003	ATL	NL	fickro01	OF	1000000	2002	DET	AL	148	556	66	150	36	2	17	63	0	1	46	90	4	7	0	5	17	0.331	0.433	0	0
2003	TEX	AL	glanvdo01	OF	1000000	2002	PHI	NL	138	422	49	105	16	3	6	29	19	2	25	57	4	2	8	3	5	0.287	0.344	0	0
2003	FLO	NL	pierrju01	OF	1000000	2002	COL	NL	152	592	90	170	20	5	1	35	47	12	31	52	0	9	8	0	7	0.328	0.343	0	0
2003	PIT	NL	sandere02	OF	1000000	2002	SFN	NL	140	505	75	126	23	6	23	85	18	6	47	121	3	12	0	7	10	0.324	0.455	0	0
2004	CHN	NL	hollato01	OF	1000000	2003	FLO	NL	93	228	32	58	23	3	3	20	2	3	22	55	4	0	2	2	2	0.315	0.421	0	0
2004	NYA	AL	sierrru01	OF	1000000	2003	NYA	AL	63	174	19	48	8	1	6	31	1	0	13	20	2	0	0	2	7	0.323	0.437	0	0
2004	KCA	AL	stairma01	OF	1000000	2003	PIT	NL	121	305	49	89	20	1	20	57	0	1	45	64	3	5	0	2	7	0.389	0.561	0	0
2004	TEX	AL	younger01	OF	1000000	2003	MIL	NL	109	404	71	105	18	1	15	31	25	7	48	34	2	4	2	1	9	0.342	0.421	0	0
2001	SFN	NL	dunstsh01	SS	1000000	2000	SLN	NL	98	216	28	54	11	2	12	43	3	1	6	47	0	3	4	2	11	0.273	0.486	0	1
2002	TBA	AL	gomezch02	SS	1000000	2001	TBA	AL	58	189	31	57	16	0	8	36	3	0	8	24	0	2	4	3	4	0.325	0.513	0	1
2003	TOR	AL	bordimi01	SS	1000000	2002	BAL	AL	117	367	37	85	19	3	8	36	7	4	35	63	0	3	6	2	9	0.298	0.365	0	1
2003	BAL	AL	cruzde01	SS	1000000	2002	SDN	NL	151	514	49	135	28	2	7	47	2	3	22	58	2	3	3	5	20	0.293	0.366	0	1
2003	COL	NL	hernajo01	SS	1000000	2002	MIL	NL	152	525	72	151	24	2	24	73	3	5	52	188	5	4	0	1	19	0.356	0.478	0	1
2003	MIN	AL	hockide01	SS	1000000	2002	MIN	AL	102	260	28	65	13	0	2	25	0	2	24	44	0	1	4	5	3	0.306	0.323	0	1
2004	SEA	AL	cabrejo02	SS	1000000	2003	LAN	NL	128	347	43	98	32	2	6	37	6	4	17	62	3	10	3	3	10	0.329	0.438	0	1
2004	CIN	NL	castrju01	SS	1000000	2003	CIN	NL	113	320	28	81	14	1	9	33	2	3	18	58	1	0	7	3	7	0.284	0.388	0	1
2004	TBA	AL	sanchre01	SS	1000000	2003	NYN	NL	56	174	11	36	3	1	0	12	1	1	8	18	2	0	0	1	7	0.24	0.236	0	1
2001	CHA	AL	perryhe01	3B	975000	2000	CHA	AL	109	383	69	118	29	1	12	61	4	1	22	68	1	9	2	4	13	0.355	0.483	0	1
2001	TBA	AL	guilljo01	OF	975000	2000	TBA	AL	105	316	40	80	16	5	10	41	3	1	18	65	1	13	2	0	6	0.318	0.430	0	0
2004	BAL	AL	matoslu01	OF	975000	2003	BAL	AL	109	439	70	133	23	3	13	45	15	7	28	90	0	7	10	2	9	0.346	0.458	0	0
2004	LAN	NL	roberda07	OF	975000	2003	LAN	NL	107	388	56	97	6	5	2	16	40	14	43	39	1	4	5	0	0	0.327	0.307	0	0
2002	TBA	AL	winnra01	OF	960000	2001	TBA	AL	128	429	54	117	25	6	6	50	12	10	38	81	0	6	5	2	10	0.335	0.401	0	0
2002	MIN	AL	ortizda01	1B	950000	2001	MIN	AL	89	303	46	71	17	1	18	48	1	0	40	68	8	1	1	2	6	0.323	0.475	0	0
2002	PIT	NL	riosar01	OF	925000	2001	SFN	NL	93	316	38	82	17	3	14	49	3	2	34	73	6	0	1	2	2	0.329	0.465	0	0
2003	ANA	AL	owenser01	OF	925000	2002	FLO	NL	131	385	44	104	15	5	4	37	26	9	31	33	1	0	8	1	11	0.318	0.366	0	0
2001	PIT	NL	benjami01	SS	925000	2000	PIT	NL	93	233	28	63	18	2	2	19	5	4	12	45	0	3	6	1	4	0.306	0.391	0	1
2002	TEX	AL	perryhe01	3B	900000	2001	CHA	AL	92	285	38	73	21	1	7	32	2	2	23	55	1	7	0	1	11	0.326	0.411	0	1
2004	TOR	AL	hinsker01	3B	900000	2003	TOR	AL	124	449	74	109	45	3	12	63	12	2	59	104	1	1	0	5	11	0.329	0.437	0	1
2001	LAN	NL	kreutch01	C	900000	2000	LAN	NL	80	212	32	56	13	0	6	28	1	0	54	48	0	2	2	1	6	0.413	0.410	1	0
2001	SLN	NL	mathemi01	C	900000	2000	SLN	NL	128	417	43	109	22	1	6	47	0	0	32	96	8	4	7	4	11	0.313	0.362	1	0
2002	OAK	AL	hattesc01	C	900000	2001	BOS	AL	94	278	34	68	19	0	3	25	1	1	33	26	0	4	0	1	7	0.332	0.345	1	0
2004	TOR	AL	myersgr01	C	900000	2003	TOR	AL	121	329	51	101	19	0	15	52	0	3	37	57	2	0	0	3	14	0.374	0.502	1	0
2001	ANA	AL	palmeor01	OF	900000	2000	ANA	AL	108	243	38	73	20	2	0	25	4	1	38	20	0	2	10	3	4	0.382	0.399	0	0
2001	PHI	NL	huntebr02	OF	900000	2000	COL	NL	72	200	36	55	4	1	1	13	15	3	21	31	0	1	4	0	2	0.341	0.320	0	0
2001	SLN	NL	bonilbo01	OF	900000	2000	ATL	NL	114	239	23	61	13	3	5	28	0	0	37	51	2	1	0	1	3	0.356	0.397	0	0
2002	FLO	NL	millake01	OF	900000	2001	FLO	NL	144	449	62	141	39	5	20	85	0	0	39	70	2	5	0	2	8	0.374	0.557	0	0
2003	ARI	NL	delluda01	OF	900000	2002	ARI	NL	97	229	34	56	11	2	7	29	2	4	28	55	5	1	0	3	7	0.326	0.402	0	0
2003	CLE	AL	garcika01	OF	900000	2002	CLE	AL	51	197	29	59	8	0	16	52	0	3	6	40	0	0	0	2	6	0.317	0.584	0	0
2003	BAL	AL	matthga02	OF	900000	2002	BAL	AL	109	344	54	95	25	3	7	38	15	5	43	69	1	1	5	4	4	0.35	0.427	0	0
2003	PIT	NL	stairma01	OF	900000	2002	MIL	NL	107	270	41	66	15	0	16	41	2	0	36	50	4	8	0	1	7	0.349	0.478	0	0
2001	MIN	AL	hockide01	SS	900000	2000	MIN	AL	134	373	52	111	24	4	4	47	7	5	48	77	1	0	7	5	2	0.367	0.416	0	1
2003	SLN	NL	pujolal01	SS	900000	2002	SLN	NL	157	590	118	185	40	2	34	127	2	4	72	69	13	9	0	4	20	0.394	0.561	0	1
2003	KCA	AL	relafde01	SS	900000	2002	SEA	AL	112	329	55	88	13	2	6	43	10	3	33	51	2	6	1	7	6	0.338	0.374	0	1
2004	NYA	AL	cairomi01	SS	900000	2003	SLN	NL	92	261	41	64	15	2	5	32	4	1	13	30	1	6	3	7	6	0.286	0.375	0	1
2004	CHN	NL	martira03	SS	900000	2003	CHN	NL	108	293	30	83	16	1	3	34	0	1	24	50	1	2	6	8	8	0.327	0.375	0	1
2004	KCA	AL	relafde01	SS	900000	2003	KCA	AL	141	500	70	127	27	5	8	59	20	4	40	70	1	6	8	3	10	0.311	0.376	0	1
2002	NYA	AL	spencsh01	OF	885000	2001	NYA	AL	80	283	40	73	14	2	10	46	4	1	21	58	0	4	0	3	4	0.315	0.428	0	0
2004	TOR	AL	wellsve01	OF	870000	2003	TOR	AL	161	678	118	215	49	5	33	117	4	1	42	80	2	7	0	8	21	0.359	0.550	0	0
2004	CHN	NL	bakopa01	C	865000	2003	CHN	NL	70	188	19	43	13	3	0	17	0	1	22	47	3	1	1	1	2	0.31	0.330	1	0
2002	MIL	NL	casanra01	C	850000	2001	MIL	NL	71	192	21	50	10	0	11	33	0	0	12	29	2	1	0	3	3	0.303	0.484	1	0
2001	TEX	AL	catalfr01	OF	850000	2000	TEX	AL	103	282	55	82	13	2	10	42	6	2	33	36	0	6	3	2	5	0.371	0.457	0	0
2002	SLN	NL	marreel01	OF	850000	2001	SLN	NL	86	203	37	54	11	3	6	23	6	3	15	36	2	0	3	3	4	0.308	0.438	0	0
2002	KCA	AL	mccarda01	OF	850000	2001	KCA	AL	98	200	26	50	10	0	7	26	0	0	24	45	1	1	1	4	8	0.326	0.405	0	0
2003	PHI	NL	ledeeri01	OF	850000	2002	PHI	NL	96	203	33	46	13	1	8	23	1	2	35	50	0	1	1	1	3	0.34	0.419	0	0
2004	SFN	NL	felizpe01	OF	850000	2003	SFN	NL	95	235	31	58	9	3	16	48	2	2	10	53	0	1	1	2	7	0.277	0.515	0	0
2004	CHA	AL	perezti01	OF	850000	2003	NYN	NL	127	346	32	93	21	0	4	42	5	6	18	29	1	2	7	9	5	0.296	0.364	0	0
2002	CIN	NL	guerrwi01	SS	850000	2001	CIN	NL	60	142	16	48	5	1	1	8	5	2	3	17	0	0	2	0	1	0.347	0.408	0	1
2003	SLN	NL	cairomi01	SS	850000	2002	SLN	NL	108	184	28	46	9	2	2	23	1	1	13	36	2	3	6	2	5	0.298	0.353	0	1
2001	BAL	AL	fordybr01	C	825000	2000	BAL	AL	53	177	23	57	11	0	9	28	0	0	11	27	0	2	0	4	3	0.361	0.537	1	0
2004	BOS	AL	mirabdo01	C	825000	2003	BOS	AL	62	163	23	42	13	0	6	18	0	0	11	36	0	1	0	1	3	0.307	0.448	1	0
2003	MON	NL	maciajo01	SS	825000	2002	MON	NL	90	231	33	59	17	1	7	33	5	6	13	44	0	1	4	3	2	0.29	0.429	0	1
2003	BOS	AL	mirabdo01	C	805000	2002	BOS	AL	57	151	17	34	7	0	7	25	0	0	17	33	0	3	0	2	6	0.312	0.411	1	0
2004	TBA	AL	fickro01	1B	800000	2003	ATL	NL	126	409	52	110	26	1	11	80	1	0	42	47	4	2	0	7	9	0.335	0.418	0	0
2004	PIT	NL	simonra01	1B	800000	2003	PIT	NL	91	307	34	84	14	0	10	51	0	0	12	30	1	2	0	0	6	0.305	0.417	0	0
